Rodada;Data;Horário;Time da casa;Time da casa.1;Time visitante;Time visitante.1;Sistema de jogo;Treinadores;Público;Resultado;Unnamed: 11;Unnamed: 12;REF_GESTAO
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Leco (2015-2020)
quartas de final - Jogos de volta;sáb 08/04/17;16:00;;São Paulo;;Linense;?;Rogério Ceni;;5:0;;;Leco (2015-2020)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Leco (2015-2020)
4ª eliminatória - jogos de ida;qui 13/04/17;20:30;;São Paulo;;Cruzeiro;?;Rogério Ceni;43.662;0:2;;;Leco (2015-2020)
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Leco (2015-2020)
Semifinais - Jogos de ida;dom 16/04/17;19:00;;São Paulo;;Corinthians;?;Rogério Ceni;;0:2;;;Leco (2015-2020)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Leco (2015-2020)
4ª eliminatória - jogos de volta;qua 19/04/17;18:30;;Cruzeiro;;São Paulo;?;Rogério Ceni;32.300;1:2;;;Leco (2015-2020)
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Leco (2015-2020)
semifinais - Jogos de volta;dom 23/04/17;16:00;;Corinthians;;São Paulo;?;Rogério Ceni;;1:1;;;Leco (2015-2020)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Leco (2015-2020)
1ª eliminatória - jogos de volta;qui 11/05/17;21:45;;São Paulo;;Def y Justicia;4-3-1-2;Rogério Ceni;14.999;1:1;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
1;dom 14/05/17;16:00;;Cruzeiro (5.);;São Paulo (13.);3-4-3 plano;Rogério Ceni;6.528;1:0;;;Leco (2015-2020)
2;seg 22/05/17;20:00;;São Paulo (15.);;Avaí (12.);4-3-2-1;Rogério Ceni;12.427;2:0;;;Leco (2015-2020)
3;sáb 27/05/17;19:00;;São Paulo (11.);;Palmeiras (8.);3-4-3 plano;Rogério Ceni;33.288;2:0;;;Leco (2015-2020)
4;dom 04/06/17;17:00;;Ponte Preta (11.);;São Paulo (6.);3-4-2-1;Rogério Ceni;5.711;1:0;;;Leco (2015-2020)
5;qui 08/06/17;20:30;;São Paulo (10.);;Vitória (18.);3-4-2-1;Rogério Ceni;12.536;2:0;;;Leco (2015-2020)
6;dom 11/06/17;16:00;;Corinthians (1.);;São Paulo (7.);3-5-2;Rogério Ceni;42.443;3:2;;;Leco (2015-2020)
7;qua 14/06/17;19:30;;Sport (14.);;São Paulo (9.);3-4-2-1;Rogério Ceni;11.904;0:0;;;Leco (2015-2020)
8;dom 18/06/17;16:00;;São Paulo (7.);;Atlético-MG (17.);3-4-2-1;Rogério Ceni;22.704;1:2;;;Leco (2015-2020)
9;qua 21/06/17;21:45;;Atlético-PR (18.);;São Paulo (14.);3-4-3 plano;Rogério Ceni;19.150;1:0;;;Leco (2015-2020)
10;dom 25/06/17;16:00;;São Paulo (14.);;Fluminense (6.);4-2-3-1;Rogério Ceni;17.742;1:1;;;Leco (2015-2020)
11;dom 02/07/17;16:00;;Flamengo (3.);;São Paulo (16.);4-3-2-1;Rogério Ceni;17.302;2:0;;;Leco (2015-2020)
12;dom 09/07/17;19:00;;Santos (5.);;São Paulo (17.);4-2-3-1;Pintado;10.322;3:2;;;Leco (2015-2020)
13;qui 13/07/17;19:30;;São Paulo (19.);;Atlético-GO (20.);4-2-3-1;Dorival Júnior;31.333;2:2;;;Leco (2015-2020)
14;dom 16/07/17;16:00;;Chapecoense (16.);;São Paulo (17.);4-2-3-1;Dorival Júnior;10.742;2:0;;;Leco (2015-2020)
15;qua 19/07/17;21:45;;São Paulo (18.);;Vasco da Gama (9.);4-2-3-1;Dorival Júnior;22.574;1:0;;;Leco (2015-2020)
16;seg 24/07/17;20:00;;São Paulo (17.);;Grêmio (2.);4-2-3-1;Dorival Júnior;51.511;1:1;;;Leco (2015-2020)
17;sáb 29/07/17;16:00;;Botafogo (7.);;São Paulo (18.);4-1-4-1;Dorival Júnior;17.139;3:4;;;Leco (2015-2020)
18;qui 03/08/17;19:30;;São Paulo (16.);;Coritiba (17.);4-2-3-1;Dorival Júnior;53.635;1:2;;;Leco (2015-2020)
19;dom 06/08/17;16:00;;Bahia (16.);;São Paulo (17.);4-2-3-1;Dorival Júnior;24.517;2:1;;;Leco (2015-2020)
20;dom 13/08/17;11:00;;São Paulo (17.);;Cruzeiro (7.);4-1-4-1;Dorival Júnior;56.052;3:2;;;Leco (2015-2020)
21;dom 20/08/17;16:00;;Avaí (18.);;São Paulo (16.);4-2-3-1;Dorival Júnior;9.269;1:1;;;Leco (2015-2020)
22;dom 27/08/17;16:00;;Palmeiras (4.);;São Paulo (17.);4-3-3 defensivo;Dorival Júnior;33.537;4:2;;;Leco (2015-2020)
23;sáb 09/09/17;19:00;;São Paulo (19.);;Ponte Preta (13.);4-2-3-1;Dorival Júnior;43.724;2:2;;;Leco (2015-2020)
24;dom 17/09/17;16:00;;Vitória (17.);;São Paulo (19.);4-1-4-1;Dorival Júnior;12.805;1:2;;;Leco (2015-2020)
25;dom 24/09/17;11:00;;São Paulo (17.);;Corinthians (1.);4-3-3 defensivo;Dorival Júnior;61.142;1:1;;;Leco (2015-2020)
26;dom 01/10/17;16:00;;São Paulo (17.);;Sport (14.);4-1-4-1;Dorival Júnior;43.071;1:0;;;Leco (2015-2020)
27;qua 11/10/17;21:45;;Atlético-MG (9.);;São Paulo (14.);4-3-1-2;Dorival Júnior;17.606;1:0;;;Leco (2015-2020)
28;sáb 14/10/17;22:00;;São Paulo (17.);;Atlético-PR (10.);4-1-4-1;Dorival Júnior;26.833;2:1;;;Leco (2015-2020)
29;ter 17/10/17;20:00;;Fluminense (12.);;São Paulo (13.);4-3-3 ofensivo;Dorival Júnior;22.999;3:1;;;Leco (2015-2020)
30;dom 22/10/17;17:00;;São Paulo (15.);;Flamengo (6.);4-1-4-1;Dorival Júnior;32.965;2:0;;;Leco (2015-2020)
31;sáb 28/10/17;17:00;;São Paulo (14.);;Santos (3.);4-1-4-1;Dorival Júnior;40.004;2:1;;;Leco (2015-2020)
32;sáb 04/11/17;19:00;;Atlético-GO (20.);;São Paulo (11.);4-2-3-1;Dorival Júnior;17.697;0:1;;;Leco (2015-2020)
33;qui 09/11/17;20:00;;São Paulo (9.);;Chapecoense (14.);4-2-3-1;Dorival Júnior;35.037;2:2;;;Leco (2015-2020)
34;dom 12/11/17;17:00;;Vasco da Gama (8.);;São Paulo (11.);4-2-3-1;Dorival Júnior;16.439;1:1;;;Leco (2015-2020)
35;qua 15/11/17;19:30;;Grêmio (2.);;São Paulo (11.);4-2-3-1;Dorival Júnior;22.644;1:0;;;Leco (2015-2020)
36;dom 19/11/17;17:00;;São Paulo (12.);;Botafogo (6.);4-2-3-1;Dorival Júnior;25.771;0:0;;;Leco (2015-2020)
37;dom 26/11/17;17:00;;Coritiba (15.);;São Paulo (13.);4-2-3-1;Dorival Júnior;38.059;1:2;;;Leco (2015-2020)
38;dom 03/12/17;17:00;;São Paulo (12.);;Bahia (11.);4-2-3-1;Dorival Júnior;60.485;1:1;;;Leco (2015-2020)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Leco (2015-2020)
1;qua 17/01/18;21:30;;São Bento;;São Paulo;?;Dorival Júnior;;2:0;;;Leco (2015-2020)
2;sáb 20/01/18;21:00;;São Paulo;;Novorizontino;?;Dorival Júnior;;0:0;;;Leco (2015-2020)
3;qua 24/01/18;23:45;;Mirassol;;São Paulo;?;Dorival Júnior;7.663;0:2;;;Leco (2015-2020)
4;sáb 27/01/18;19:00;;Corinthians;;São Paulo;?;Dorival Júnior;34.358;2:1;;;Leco (2015-2020)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Leco (2015-2020)
1ª eliminatória;qua 31/01/18;22:45;;Madureira;;São Paulo;?;Dorival Júnior;4.455;0:1;;;Leco (2015-2020)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Leco (2015-2020)
5;sáb 03/02/18;19:00;;São Paulo;;Botafogo-SP;?;Dorival Júnior;;2:0;;;Leco (2015-2020)
6;qua 07/02/18;23:45;;São Paulo;;Bragantino;?;Dorival Júnior;;1:0;;;Leco (2015-2020)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Leco (2015-2020)
2ª eliminatória;qui 15/02/18;22:30;;CSA;;São Paulo;?;Dorival Júnior;;0:2;;;Leco (2015-2020)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Leco (2015-2020)
8;dom 18/02/18;18:00;;São Paulo;;Santos;?;Dorival Júnior;;0:1;;;Leco (2015-2020)
7;qua 21/02/18;22:45;;Ituano;;São Paulo;?;Dorival Júnior;;2:1;;;Leco (2015-2020)
9;dom 25/02/18;18:00;;São Paulo;;Ferroviária;?;Dorival Júnior;;0:0;;;Leco (2015-2020)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Leco (2015-2020)
3ª eliminatória - jogos de ida;qua 28/02/18;19:30;;São Paulo;;CRB;?;Dorival Júnior;;2:0;;;Leco (2015-2020)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Leco (2015-2020)
10;dom 04/03/18;20:30;;Linense;;São Paulo;?;Dorival Júnior;;1:2;;;Leco (2015-2020)
11;qui 08/03/18;21:30;;Palmeiras;;São Paulo;?;Dorival Júnior;;2:0;;;Leco (2015-2020)
12;dom 11/03/18;18:00;;São Paulo;;RB Brasil;?;André Jardine;;3:1;;;Leco (2015-2020)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Leco (2015-2020)
3ª eliminatória - jogos de volta;qua 14/03/18;19:30;;CRB;;São Paulo;?;André Jardine;;0:3;;;Leco (2015-2020)
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Leco (2015-2020)
Quartas de final - Jogos de ida;sáb 17/03/18;17:00;;São Caetano;;São Paulo;?;Diego Aguirre;;1:0;;;Leco (2015-2020)
quartas de final - Jogos de volta;ter 20/03/18;22:00;;São Paulo;;São Caetano;?;Diego Aguirre;;2:0;;;Leco (2015-2020)
Semifinais - Jogos de ida;dom 25/03/18;16:00;;São Paulo;;Corinthians;?;Diego Aguirre;;1:0;;;Leco (2015-2020)
semifinais - Jogos de volta;qua 28/03/18;21:45;;Corinthians;;São Paulo;?;Diego Aguirre;;6:4 pen.;;;Leco (2015-2020)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Leco (2015-2020)
4ª eliminatória - jogos de ida;qua 04/04/18;20:45;;Atlético-PR;;São Paulo;?;Diego Aguirre;22.865;2:1;;;Leco (2015-2020)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Leco (2015-2020)
1ª eliminatória - jogos de ida;qui 12/04/18;21:30;;Rosario Central;;São Paulo;3-5-2 plano;Diego Aguirre;;0:0;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
1;seg 16/04/18;20:00;;São Paulo (5.);;Paraná (20.);4-2-3-1;Diego Aguirre;11.327;1:0;;;Leco (2015-2020)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Leco (2015-2020)
4ª eliminatória - jogos de volta;qui 19/04/18;18:15;;São Paulo;;Atlético-PR;?;Diego Aguirre;27.812;2:2;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
2;dom 22/04/18;16:00;;Ceará (18.);;São Paulo (8.);4-1-4-1;Diego Aguirre;30.186;0:0;;;Leco (2015-2020)
3;dom 29/04/18;16:00;;Fluminense (12.);;São Paulo (7.);4-2-3-1;Diego Aguirre;19.235;1:1;;;Leco (2015-2020)
4;sáb 05/05/18;19:00;;São Paulo (9.);;Atlético-MG (4.);3-5-2;Diego Aguirre;31.976;2:2;;;Leco (2015-2020)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Leco (2015-2020)
1ª eliminatória - jogos de volta;qua 09/05/18;21:45;;São Paulo;;Rosario Central;4-1-4-1;Diego Aguirre;33.862;1:0;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
5;dom 13/05/18;16:00;;Bahia (16.);;São Paulo (10.);4-2-3-1;Diego Aguirre;20.847;2:2;;;Leco (2015-2020)
6;dom 20/05/18;16:00;;São Paulo (13.);;Santos (11.);4-2-3-1;Diego Aguirre;40.465;1:0;;;Leco (2015-2020)
7;dom 27/05/18;19:00;;América-MG (6.);;São Paulo (7.);4-2-3-1;Diego Aguirre;4.360;1:3;;;Leco (2015-2020)
8;qua 30/05/18;21:00;;São Paulo (4.);;Botafogo (13.);4-2-3-1;Diego Aguirre;25.427;3:2;;;Leco (2015-2020)
9;sáb 02/06/18;21:00;;Palmeiras (11.);;São Paulo (2.);4-2-3-1;Diego Aguirre;32.841;3:1;;;Leco (2015-2020)
10;ter 05/06/18;21:30;;São Paulo (4.);;Internacional (5.);4-2-3-1;Diego Aguirre;14.730;0:0;;;Leco (2015-2020)
11;sáb 09/06/18;16:00;;Atlético-PR (17.);;São Paulo (6.);4-2-3-1;Diego Aguirre;9.323;0:1;;;Leco (2015-2020)
12;ter 12/06/18;21:30;;São Paulo (3.);;Vitória (15.);4-2-3-1;Diego Aguirre;20.456;3:0;;;Leco (2015-2020)
13;qua 18/07/18;21:45;;Flamengo (1.);;São Paulo (3.);4-2-3-1;Diego Aguirre;51.777;0:1;;;Leco (2015-2020)
14;sáb 21/07/18;21:00;;São Paulo (2.);;Corinthians (8.);4-2-3-1;Diego Aguirre;58.624;3:1;;;Leco (2015-2020)
15;qui 26/07/18;19:30;;Grêmio (7.);;São Paulo (2.);4-2-3-1;Diego Aguirre;19.865;2:1;;;Leco (2015-2020)
16;dom 29/07/18;16:00;;Cruzeiro (6.);;São Paulo (2.);4-2-3-1;Diego Aguirre;21.566;0:2;;;Leco (2015-2020)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Leco (2015-2020)
2ª eliminatória - jogos de ida;qui 02/08/18;19:30;;São Paulo;;Colón;4-2-3-1;Diego Aguirre;;0:1;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
17;dom 05/08/18;16:00;;São Paulo (2.);;Vasco da Gama (12.);4-2-3-1;Diego Aguirre;53.437;2:1;;;Leco (2015-2020)
18;dom 12/08/18;16:00;;Sport (14.);;São Paulo (1.);4-2-3-1;Diego Aguirre;16.050;1:3;;;Leco (2015-2020)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Leco (2015-2020)
2ª eliminatória - jogos de volta;qui 16/08/18;21:45;;Colón;;São Paulo;4-2-3-1;Diego Aguirre;;5:4 pen.;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
19;dom 19/08/18;19:00;;São Paulo (1.);;Chapecoense (13.);4-2-3-1;Diego Aguirre;41.075;2:0;;;Leco (2015-2020)
20;qua 22/08/18;19:30;;Paraná (20.);;São Paulo (1.);4-2-3-1;Diego Aguirre;8.561;1:1;;;Leco (2015-2020)
21;dom 26/08/18;11:00;;São Paulo (1.);;Ceará (19.);4-2-3-1;Diego Aguirre;57.723;1:0;;;Leco (2015-2020)
22;dom 02/09/18;16:00;;São Paulo (1.);;Fluminense (10.);4-2-3-1;Diego Aguirre;49.348;1:1;;;Leco (2015-2020)
23;qua 05/09/18;21:45;;Atlético-MG (6.);;São Paulo (1.);4-2-3-1;Diego Aguirre;20.852;1:0;;;Leco (2015-2020)
24;sáb 08/09/18;19:00;;São Paulo (2.);;Bahia (11.);4-2-3-1;Diego Aguirre;43.550;1:0;;;Leco (2015-2020)
25;dom 16/09/18;16:00;;Santos (8.);;São Paulo (2.);4-2-3-1;Diego Aguirre;13.488;0:0;;;Leco (2015-2020)
26;sáb 22/09/18;16:00;;São Paulo (1.);;América-MG (12.);4-2-3-1;Diego Aguirre;47.846;1:1;;;Leco (2015-2020)
27;dom 30/09/18;16:00;;Botafogo (12.);;São Paulo (1.);4-2-3-1;Diego Aguirre;19.976;2:2;;;Leco (2015-2020)
28;sáb 06/10/18;18:00;;São Paulo (3.);;Palmeiras (1.);5-3-2;Diego Aguirre;56.694;0:2;;;Leco (2015-2020)
29;dom 14/10/18;16:00;;Internacional (2.);;São Paulo (4.);4-2-3-1;Diego Aguirre;45.263;3:1;;;Leco (2015-2020)
30;sáb 20/10/18;19:00;;São Paulo (4.);;Atlético-PR (8.);4-2-3-1;Diego Aguirre;13.053;0:0;;;Leco (2015-2020)
31;sex 26/10/18;19:30;;Vitória (17.);;São Paulo (4.);4-2-3-1;Diego Aguirre;11.714;0:1;;;Leco (2015-2020)
32;dom 04/11/18;17:00;;São Paulo (4.);;Flamengo (2.);3-5-2;Diego Aguirre;32.612;2:2;;;Leco (2015-2020)
33;sáb 10/11/18;17:00;;Corinthians (12.);;São Paulo (4.);3-5-2;Diego Aguirre;43.122;1:1;;;Leco (2015-2020)
34;qui 15/11/18;19:00;;São Paulo (5.);;Grêmio (4.);4-3-3 defensivo;André Jardine;24.757;1:1;;;Leco (2015-2020)
35;dom 18/11/18;19:00;;São Paulo (5.);;Cruzeiro (7.);4-2-3-1;André Jardine;14.058;1:0;;;Leco (2015-2020)
36;qui 22/11/18;20:00;;Vasco da Gama (15.);;São Paulo (5.);4-3-3 defensivo;André Jardine;14.917;2:0;;;Leco (2015-2020)
37;seg 26/11/18;20:00;;São Paulo (5.);;Sport (17.);4-3-3 defensivo;André Jardine;15.235;0:0;;;Leco (2015-2020)
38;dom 02/12/18;17:00;;Chapecoense (16.);;São Paulo (5.);4-2-3-1;André Jardine;19.992;1:0;;;Leco (2015-2020)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Leco (2015-2020)
1;sáb 19/01/19;20:30;;São Paulo;;Mirassol;?;André Jardine;20.355;4:1;;;Leco (2015-2020)
2;qui 24/01/19;22:00;;Novorizontino;;São Paulo;?;André Jardine;5.455;0:3;;;Leco (2015-2020)
3;dom 27/01/19;18:00;;Santos;;São Paulo;?;André Jardine;18.601;2:0;;;Leco (2015-2020)
4;qui 31/01/19;22:00;;São Paulo;;Guarani;?;André Jardine;12.762;0:1;;;Leco (2015-2020)
5;dom 03/02/19;18:00;;São Paulo;;São Bento;?;André Jardine;10.118;1:0;;;Leco (2015-2020)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Leco (2015-2020)
2ª eliminatória - jogos de ida;qua 06/02/19;21:30;;CA Talleres;;São Paulo;4-3-3 ofensivo;André Jardine;;2:0;;;Leco (2015-2020)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Leco (2015-2020)
6;sáb 09/02/19;20:00;;Ponte Preta;;São Paulo;?;André Jardine;;1:0;;;Leco (2015-2020)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Leco (2015-2020)
2ª eliminatória - jogos de volta;qua 13/02/19;21:30;;São Paulo;;CA Talleres;4-3-3 ofensivo;André Jardine;44.737;0:0;;;Leco (2015-2020)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Leco (2015-2020)
7;dom 17/02/19;19:00;;Corinthians;;São Paulo;?;Vagner Mancini;;2:1;;;Leco (2015-2020)
8;dom 24/02/19;17:00;;São Paulo;;RB Brasil;?;Vagner Mancini;10.391;0:0;;;Leco (2015-2020)
9;dom 03/03/19;17:00;;Bragantino;;São Paulo;?;Vagner Mancini;;0:2;;;Leco (2015-2020)
10;sáb 09/03/19;21:00;;São Paulo;;Ferroviária;?;Vagner Mancini;;1:1;;;Leco (2015-2020)
