Rodada;Data;Horário;Time da casa;Time da casa.1;Time visitante;Time visitante.1;Sistema de jogo;Treinadores;Público;Resultado;Unnamed: 11;Unnamed: 12;REF_GESTAO
4;dom 31/05/15;16:00;;Internacional (13.);;São Paulo (4.);4-4-2 duplo 6;Milton Cruz;30.082;0:0;;;Carlos Miguel Aidar (2014-2015)
5;qua 03/06/15;21:00;;São Paulo (6.);;Santos (12.);4-2-3-1;Juan Carlos Osorio;13.847;3:2;;;Carlos Miguel Aidar (2014-2015)
6;sáb 06/06/15;22:00;;São Paulo (5.);;Grêmio (9.);4-2-3-1;Juan Carlos Osorio;16.952;2:0;;;Carlos Miguel Aidar (2014-2015)
7;sáb 13/06/15;16:30;;Chapecoense (9.);;São Paulo (2.);4-2-3-1;Juan Carlos Osorio;8.712;0:1;;;Carlos Miguel Aidar (2014-2015)
8;dom 21/06/15;16:00;;São Paulo (1.);;Avaí (9.);4-2-3-1;Juan Carlos Osorio;21.364;1:1;;;Carlos Miguel Aidar (2014-2015)
9;dom 28/06/15;16:00;;Palmeiras (14.);;São Paulo (2.);4-3-3 defensivo;Juan Carlos Osorio;29.233;4:0;;;Carlos Miguel Aidar (2014-2015)
10;qua 01/07/15;22:00;;Atlético-PR (6.);;São Paulo (4.);4-2-3-1;Juan Carlos Osorio;19.971;2:1;;;Carlos Miguel Aidar (2014-2015)
11;dom 05/07/15;16:00;;São Paulo (7.);;Fluminense (3.);4-3-3 defensivo;Juan Carlos Osorio;10.539;0:0;;;Carlos Miguel Aidar (2014-2015)
12;qua 08/07/15;22:00;;Vasco da Gama (18.);;São Paulo (8.);4-3-3 defensivo;Juan Carlos Osorio;15.812;0:4;;;Carlos Miguel Aidar (2014-2015)
13;dom 12/07/15;11:00;;São Paulo (7.);;Coritiba (18.);4-2-3-1;Juan Carlos Osorio;59.612;3:1;;;Carlos Miguel Aidar (2014-2015)
14;dom 19/07/15;16:00;;Sport (6.);;São Paulo (5.);3-5-2;Juan Carlos Osorio;35.853;2:0;;;Carlos Miguel Aidar (2014-2015)
15;dom 26/07/15;16:00;;São Paulo (7.);;Cruzeiro (12.);4-2-3-1;Juan Carlos Osorio;29.719;1:0;;;Carlos Miguel Aidar (2014-2015)
16;qua 29/07/15;22:00;;Atlético-MG (1.);;São Paulo (5.);3-5-2 ofensivo;Juan Carlos Osorio;47.606;3:1;;;Carlos Miguel Aidar (2014-2015)
17;dom 09/08/15;15:00;;São Paulo (7.);;Corinthians (2.);3-5-2;Juan Carlos Osorio;31.248;1:1;;;Carlos Miguel Aidar (2014-2015)
18;qua 12/08/15;22:00;;Figueirense (15.);;São Paulo (8.);4-2-3-1;Juan Carlos Osorio;10.301;0:2;;;Carlos Miguel Aidar (2014-2015)
19;sáb 15/08/15;21:00;;São Paulo (4.);;Goiás (18.);3-5-2;Juan Carlos Osorio;25.452;0:3;;;Carlos Miguel Aidar (2014-2015)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Carlos Miguel Aidar (2014-2015)
Oitavas de final - Jogos de ida;qui 20/08/15;20:30;;São Paulo;;Ceará;?;Juan Carlos Osorio;12.992;1:2;;;Carlos Miguel Aidar (2014-2015)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Carlos Miguel Aidar (2014-2015)
20;dom 23/08/15;16:00;;Flamengo (13.);;São Paulo (6.);4-2-3-1;Juan Carlos Osorio;42.954;2:1;;;Carlos Miguel Aidar (2014-2015)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Carlos Miguel Aidar (2014-2015)
Oitavas de final - Jogos de volta;qua 26/08/15;18:30;;Ceará;;São Paulo;?;Juan Carlos Osorio;41.020;0:3;;;Carlos Miguel Aidar (2014-2015)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Carlos Miguel Aidar (2014-2015)
21;sáb 29/08/15;21:00;;São Paulo (6.);;Ponte Preta (12.);4-3-3 ofensivo;Juan Carlos Osorio;12.145;3:0;;;Carlos Miguel Aidar (2014-2015)
22;qua 02/09/15;19:30;;Joinville (19.);;São Paulo (5.);4-3-3 defensivo;Juan Carlos Osorio;13.064;0:0;;;Carlos Miguel Aidar (2014-2015)
23;sáb 05/09/15;19:30;;São Paulo (5.);;Internacional (11.);4-3-3 ofensivo;Juan Carlos Osorio;20.935;2:0;;;Carlos Miguel Aidar (2014-2015)
24;qua 09/09/15;22:00;;Santos (8.);;São Paulo (4.);4-3-3 defensivo;Juan Carlos Osorio;5.552;3:0;;;Carlos Miguel Aidar (2014-2015)
25;dom 13/09/15;16:00;;Grêmio (3.);;São Paulo (5.);4-1-4-1;Juan Carlos Osorio;44.227;1:2;;;Carlos Miguel Aidar (2014-2015)
26;qui 17/09/15;19:30;;São Paulo (5.);;Chapecoense (13.);4-2-3-1;Juan Carlos Osorio;16.502;0:0;;;Carlos Miguel Aidar (2014-2015)
27;dom 20/09/15;16:00;;Avaí (16.);;São Paulo (4.);4-3-3 ofensivo;Juan Carlos Osorio;9.579;2:1;;;Carlos Miguel Aidar (2014-2015)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Carlos Miguel Aidar (2014-2015)
Quartas de final - Jogos de ida;qua 23/09/15;21:00;;São Paulo;;Vasco da Gama;?;Juan Carlos Osorio;23.273;3:0;;;Carlos Miguel Aidar (2014-2015)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Carlos Miguel Aidar (2014-2015)
28;dom 27/09/15;16:00;;São Paulo (5.);;Palmeiras (4.);4-3-3 defensivo;Juan Carlos Osorio;25.047;1:1;;;Carlos Miguel Aidar (2014-2015)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Carlos Miguel Aidar (2014-2015)
quartas de final - Jogos de volta;qua 30/09/15;21:00;;Vasco da Gama;;São Paulo;?;Juan Carlos Osorio;6.237;1:1;;;Carlos Miguel Aidar (2014-2015)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Carlos Miguel Aidar (2014-2015)
29;sáb 03/10/15;21:00;;São Paulo (6.);;Atlético-PR (11.);4-3-3 ofensivo;Juan Carlos Osorio;11.066;1:0;;;Carlos Miguel Aidar (2014-2015)
