Competicao;Mandante;Visitante;Resultado;Gestao;Gols_Pro;Gols_Contra;Status_Jogo
Campeonato Brasileiro Série A;São Paulo;Atlético-MG;2:2;Julio Casares (2021-Presente);2;2;Empate
Campeonato Brasileiro Série A;Fluminense;São Paulo;3:1;Julio Casares (2021-Presente);1;3;Derrota
Campeonato Brasileiro Série A;São Paulo;Internacional;0:1;Julio Casares (2021-Presente);0;1;Derrota
Campeonato Brasileiro Série A;Goiás;São Paulo;0:4;Julio Casares (2021-Presente);4;0;Vitória
Campeonato Paulista;São Paulo;Ituano;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Paulista;Ferroviária;São Paulo;1:2;Julio Casares (2021-Presente);2;1;Vitória
Campeonato Paulista;Palmeiras;São Paulo;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Paulista;São Paulo;Portuguesa;4:1;Julio Casares (2021-Presente);4;1;Vitória
Campeonato Paulista;São Paulo;Corinthians;1:2;Julio Casares (2021-Presente);1;2;Derrota
Campeonato Paulista;Santo André;São Paulo;0:1;Julio Casares (2021-Presente);1;0;Vitória
Campeonato Paulista;Bragantino;São Paulo;2:1;Julio Casares (2021-Presente);1;2;Derrota
Campeonato Paulista;São Paulo;Santos;3:1;Julio Casares (2021-Presente);3;1;Vitória
Campeonato Paulista;São Paulo;Inter Limeira;5:1;Julio Casares (2021-Presente);5;1;Vitória
Campeonato Paulista;São Bento;São Paulo;0:3;Julio Casares (2021-Presente);3;0;Vitória
Campeonato Paulista;São Paulo;São Bernardo;0:1;Julio Casares (2021-Presente);0;1;Derrota
Campeonato Paulista;Botafogo-SP;São Paulo;1:3;Julio Casares (2021-Presente);3;1;Vitória
Copa Sul-Americana;Tigre;São Paulo;0:2;Julio Casares (2021-Presente);2;0;Vitória
Copa do Brasil;São Paulo;Ituano;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Brasileiro Série A;Botafogo;São Paulo;2:1;Julio Casares (2021-Presente);1;2;Derrota
Copa Sul-Americana;São Paulo;Puerto Cabello;2:0;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;América-MG;3:0;Julio Casares (2021-Presente);3;0;Vitória
Copa do Brasil;Ituano;São Paulo;0:1;Julio Casares (2021-Presente);1;0;Vitória
Campeonato Brasileiro Série A;Coritiba;São Paulo;1:1;Julio Casares (2021-Presente);1;1;Empate
Copa Sul-Americana;Deportes Tolima;São Paulo;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Brasileiro Série A;São Paulo;Internacional;2:0;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Brasileiro Série A;Fortaleza;São Paulo;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Brasileiro Série A;Corinthians;São Paulo;1:1;Julio Casares (2021-Presente);1;1;Empate
Copa do Brasil;Sport;São Paulo;0:2;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Vasco da Gama;4:2;Julio Casares (2021-Presente);4;2;Vitória
Copa Sul-Americana;Puerto Cabello;São Paulo;0:2;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Goiás;2:1;Julio Casares (2021-Presente);2;1;Vitória
Campeonato Brasileiro Série A;Grêmio;São Paulo;2:1;Julio Casares (2021-Presente);1;2;Derrota
Copa Sul-Americana;São Paulo;Deportes Tolima;5:0;Julio Casares (2021-Presente);5;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Palmeiras;0:2;Julio Casares (2021-Presente);0;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Athletico-PR;2:1;Julio Casares (2021-Presente);2;1;Vitória
Campeonato Brasileiro Série A;Cruzeiro;São Paulo;1:0;Julio Casares (2021-Presente);0;1;Derrota
Copa Sul-Americana;São Paulo;Tigre;2:0;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Fluminense;1:0;Julio Casares (2021-Presente);1;0;Vitória
Copa do Brasil;São Paulo;Palmeiras;1:0;Julio Casares (2021-Presente);1;0;Vitória
Campeonato Brasileiro Série A;Bragantino;São Paulo;0:0;Julio Casares (2021-Presente);0;0;Empate
Copa do Brasil;Palmeiras;São Paulo;1:2;Julio Casares (2021-Presente);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Santos;4:1;Julio Casares (2021-Presente);4;1;Vitória
Campeonato Brasileiro Série A;Cuiabá;São Paulo;2:1;Julio Casares (2021-Presente);1;2;Derrota
Copa do Brasil;Corinthians;São Paulo;2:1;Julio Casares (2021-Presente);1;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Bahia;0:0;Julio Casares (2021-Presente);0;0;Empate
Copa Sul-Americana;San Lorenzo;São Paulo;1:0;Julio Casares (2021-Presente);0;1;Derrota
Campeonato Brasileiro Série A;São Paulo;Atlético-MG;0:2;Julio Casares (2021-Presente);0;2;Derrota
Copa Sul-Americana;São Paulo;San Lorenzo;2:0;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Brasileiro Série A;Flamengo;São Paulo;1:1;Julio Casares (2021-Presente);1;1;Empate
Copa do Brasil;São Paulo;Corinthians;2:0;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Botafogo;0:0;Julio Casares (2021-Presente);0;0;Empate
Copa Sul-Americana;LDU Quito;São Paulo;2:1;Julio Casares (2021-Presente);1;2;Derrota
Campeonato Brasileiro Série A;América-MG;São Paulo;2:1;Julio Casares (2021-Presente);1;2;Derrota
Campeonato Brasileiro Série A;Internacional;São Paulo;2:1;Julio Casares (2021-Presente);1;2;Derrota
Copa do Brasil;Flamengo;São Paulo;0:1;Julio Casares (2021-Presente);1;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Fortaleza;1:2;Julio Casares (2021-Presente);1;2;Derrota
Copa do Brasil;São Paulo;Flamengo;1:1;Julio Casares (2021-Presente);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Coritiba;2:1;Julio Casares (2021-Presente);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Corinthians;2:1;Julio Casares (2021-Presente);2;1;Vitória
Campeonato Brasileiro Série A;Vasco da Gama;São Paulo;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Brasileiro Série A;Goiás;São Paulo;2:0;Julio Casares (2021-Presente);0;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Grêmio;3:0;Julio Casares (2021-Presente);3;0;Vitória
Campeonato Brasileiro Série A;Palmeiras;São Paulo;5:0;Julio Casares (2021-Presente);0;5;Derrota
Campeonato Brasileiro Série A;Athletico-PR;São Paulo;1:1;Julio Casares (2021-Presente);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Cruzeiro;1:0;Julio Casares (2021-Presente);1;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Bragantino;1:0;Julio Casares (2021-Presente);1;0;Vitória
Campeonato Brasileiro Série A;Santos;São Paulo;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Brasileiro Série A;Fluminense;São Paulo;1:0;Julio Casares (2021-Presente);0;1;Derrota
Campeonato Brasileiro Série A;São Paulo;Cuiabá;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Brasileiro Série A;Bahia;São Paulo;0:1;Julio Casares (2021-Presente);1;0;Vitória
Campeonato Brasileiro Série A;Atlético-MG;São Paulo;2:1;Julio Casares (2021-Presente);1;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Flamengo;1:0;Julio Casares (2021-Presente);1;0;Vitória
Campeonato Paulista;São Paulo;Santo André;3:1;Julio Casares (2021-Presente);3;1;Vitória
Campeonato Paulista;Mirassol;São Paulo;1:1;Julio Casares (2021-Presente);1;1;Empate
Campeonato Paulista;São Paulo;Portuguesa;1:0;Julio Casares (2021-Presente);1;0;Vitória
Campeonato Paulista;Corinthians;São Paulo;1:2;Julio Casares (2021-Presente);2;1;Vitória
Campeonato Paulista;São Paulo;Água Santa;3:0;Julio Casares (2021-Presente);3;0;Vitória
Campeonato Paulista;Ponte Preta;São Paulo;2:0;Julio Casares (2021-Presente);0;2;Derrota
Campeonato Paulista;São Paulo;Santos;0:1;Julio Casares (2021-Presente);0;1;Derrota
Campeonato Paulista;São Paulo;Bragantino;2:2;Julio Casares (2021-Presente);2;2;Empate
Campeonato Paulista;Guarani;São Paulo;1:1;Julio Casares (2021-Presente);1;1;Empate
Campeonato Paulista;Inter Limeira;São Paulo;0:3;Julio Casares (2021-Presente);3;0;Vitória
Campeonato Paulista;São Paulo;Palmeiras;1:1;Julio Casares (2021-Presente);1;1;Empate
Campeonato Paulista;Ituano;São Paulo;2:3;Julio Casares (2021-Presente);3;2;Vitória
Copa Libertadores;CA Talleres;São Paulo;2:1;Julio Casares (2021-Presente);1;2;Derrota
Copa Libertadores;São Paulo;Cobresal;2:0;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Fortaleza;1:2;Julio Casares (2021-Presente);1;2;Derrota
Campeonato Brasileiro Série A;Flamengo;São Paulo;2:1;Julio Casares (2021-Presente);1;2;Derrota
Campeonato Brasileiro Série A;Atlético-GO;São Paulo;0:3;Julio Casares (2021-Presente);3;0;Vitória
Copa Libertadores;Barcelona SC;São Paulo;0:2;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Palmeiras;0:0;Julio Casares (2021-Presente);0;0;Empate
Copa do Brasil;Águia de Marabá;São Paulo;1:3;Julio Casares (2021-Presente);3;1;Vitória
Campeonato Brasileiro Série A;Vitória;São Paulo;1:3;Julio Casares (2021-Presente);3;1;Vitória
Copa Libertadores;Cobresal;São Paulo;1:3;Julio Casares (2021-Presente);3;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Fluminense;2:1;Julio Casares (2021-Presente);2;1;Vitória
Copa Libertadores;São Paulo;Barcelona SC;0:0;Julio Casares (2021-Presente);0;0;Empate
Copa do Brasil;São Paulo;Águia de Marabá;2:0;Julio Casares (2021-Presente);2;0;Vitória
Copa Libertadores;São Paulo;CA Talleres;2:0;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Cruzeiro;2:0;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Brasileiro Série A;Internacional;São Paulo;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Brasileiro Série A;Corinthians;São Paulo;2:2;Julio Casares (2021-Presente);2;2;Empate
Campeonato Brasileiro Série A;São Paulo;Cuiabá;0:1;Julio Casares (2021-Presente);0;1;Derrota
Campeonato Brasileiro Série A;Vasco da Gama;São Paulo;4:1;Julio Casares (2021-Presente);1;4;Derrota
Campeonato Brasileiro Série A;São Paulo;Criciúma;2:1;Julio Casares (2021-Presente);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Bahia;3:1;Julio Casares (2021-Presente);3;1;Vitória
Campeonato Brasileiro Série A;Athletico-PR;São Paulo;1:2;Julio Casares (2021-Presente);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Bragantino;2:0;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Brasileiro Série A;Atlético-MG;São Paulo;2:1;Julio Casares (2021-Presente);1;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Grêmio;1:0;Julio Casares (2021-Presente);1;0;Vitória
Campeonato Brasileiro Série A;Juventude;São Paulo;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Brasileiro Série A;São Paulo;Botafogo;2:2;Julio Casares (2021-Presente);2;2;Empate
Campeonato Brasileiro Série A;Fortaleza;São Paulo;1:0;Julio Casares (2021-Presente);0;1;Derrota
Copa do Brasil;São Paulo;Goiás;2:0;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Flamengo;1:0;Julio Casares (2021-Presente);1;0;Vitória
Copa do Brasil;Goiás;São Paulo;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Brasileiro Série A;São Paulo;Atlético-GO;1:0;Julio Casares (2021-Presente);1;0;Vitória
Copa Libertadores;Nacional;São Paulo;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Brasileiro Série A;Palmeiras;São Paulo;2:1;Julio Casares (2021-Presente);1;2;Derrota
Copa Libertadores;São Paulo;Nacional;2:0;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Vitória;2:1;Julio Casares (2021-Presente);2;1;Vitória
Copa do Brasil;São Paulo;Atlético-MG;0:1;Julio Casares (2021-Presente);0;1;Derrota
Campeonato Brasileiro Série A;Fluminense;São Paulo;2:0;Julio Casares (2021-Presente);0;2;Derrota
Copa do Brasil;Atlético-MG;São Paulo;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Brasileiro Série A;Cruzeiro;São Paulo;0:1;Julio Casares (2021-Presente);1;0;Vitória
Copa Libertadores;Botafogo;São Paulo;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Brasileiro Série A;São Paulo;Internacional;1:3;Julio Casares (2021-Presente);1;3;Derrota
Campeonato Brasileiro Série A;São Paulo;Corinthians;3:1;Julio Casares (2021-Presente);3;1;Vitória
Campeonato Brasileiro Série A;Cuiabá;São Paulo;2:0;Julio Casares (2021-Presente);0;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Vasco da Gama;3:0;Julio Casares (2021-Presente);3;0;Vitória
Campeonato Brasileiro Série A;Criciúma;São Paulo;1:1;Julio Casares (2021-Presente);1;1;Empate
Campeonato Brasileiro Série A;Bahia;São Paulo;0:3;Julio Casares (2021-Presente);3;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Athletico-PR;2:1;Julio Casares (2021-Presente);2;1;Vitória
Campeonato Brasileiro Série A;Bragantino;São Paulo;1:1;Julio Casares (2021-Presente);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Atlético-MG;2:2;Julio Casares (2021-Presente);2;2;Empate
Campeonato Brasileiro Série A;Grêmio;São Paulo;2:1;Julio Casares (2021-Presente);1;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Juventude;1:2;Julio Casares (2021-Presente);1;2;Derrota
Campeonato Brasileiro Série A;Botafogo;São Paulo;2:1;Julio Casares (2021-Presente);1;2;Derrota
Campeonato Paulista;Botafogo-SP;São Paulo;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Paulista;São Paulo;Guarani;1:0;Julio Casares (2021-Presente);1;0;Vitória
Campeonato Paulista;São Paulo;Corinthians;3:1;Julio Casares (2021-Presente);3;1;Vitória
Campeonato Paulista;Portuguesa;São Paulo;1:2;Julio Casares (2021-Presente);2;1;Vitória
Campeonato Paulista;Santos;São Paulo;3:1;Julio Casares (2021-Presente);1;3;Derrota
Campeonato Paulista;São Paulo;Mirassol;4:1;Julio Casares (2021-Presente);4;1;Vitória
Campeonato Paulista;Bragantino;São Paulo;1:0;Julio Casares (2021-Presente);0;1;Derrota
Campeonato Paulista;São Paulo;Inter Limeira;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Paulista;São Paulo;Velo Clube;3:3;Julio Casares (2021-Presente);3;3;Empate
Campeonato Paulista;Palmeiras;São Paulo;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Paulista;São Paulo;Ponte Preta;1:2;Julio Casares (2021-Presente);1;2;Derrota
Campeonato Paulista;São Bernardo;São Paulo;1:3;Julio Casares (2021-Presente);3;1;Vitória
Campeonato Paulista;São Paulo;Novorizontino;1:0;Julio Casares (2021-Presente);1;0;Vitória
Campeonato Paulista;Palmeiras;São Paulo;1:0;Julio Casares (2021-Presente);0;1;Derrota
Campeonato Brasileiro Série A;São Paulo;Sport;0:0;Julio Casares (2021-Presente);0;0;Empate
Copa Libertadores;CA Talleres;São Paulo;0:1;Julio Casares (2021-Presente);1;0;Vitória
Campeonato Brasileiro Série A;Atlético-MG;São Paulo;0:0;Julio Casares (2021-Presente);0;0;Empate
Copa Libertadores;São Paulo;Alianza Lima;2:2;Julio Casares (2021-Presente);2;2;Empate
Campeonato Brasileiro Série A;São Paulo;Cruzeiro;1:1;Julio Casares (2021-Presente);1;1;Empate
Campeonato Brasileiro Série A;Botafogo;São Paulo;2:2;Julio Casares (2021-Presente);2;2;Empate
Campeonato Brasileiro Série A;São Paulo;Santos;2:1;Julio Casares (2021-Presente);2;1;Vitória
Copa Libertadores;Libertad;São Paulo;0:2;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Brasileiro Série A;Ceará;São Paulo;1:1;Julio Casares (2021-Presente);1;1;Empate
Copa do Brasil;São Paulo;Náutico;2:1;Julio Casares (2021-Presente);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Fortaleza;0:0;Julio Casares (2021-Presente);0;0;Empate
Copa Libertadores;Alianza Lima;São Paulo;0:2;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Brasileiro Série A;Palmeiras;São Paulo;1:0;Julio Casares (2021-Presente);0;1;Derrota
Copa Libertadores;São Paulo;Libertad;1:1;Julio Casares (2021-Presente);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Grêmio;2:1;Julio Casares (2021-Presente);2;1;Vitória
Copa do Brasil;Náutico;São Paulo;1:2;Julio Casares (2021-Presente);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Mirassol;0:2;Julio Casares (2021-Presente);0;2;Derrota
Copa Libertadores;São Paulo;CA Talleres;2:1;Julio Casares (2021-Presente);2;1;Vitória
Campeonato Brasileiro Série A;Bahia;São Paulo;2:1;Julio Casares (2021-Presente);1;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Vasco da Gama;1:3;Julio Casares (2021-Presente);1;3;Derrota
Campeonato Brasileiro Série A;Flamengo;São Paulo;2:0;Julio Casares (2021-Presente);0;2;Derrota
Campeonato Brasileiro Série A;Bragantino;São Paulo;2:2;Julio Casares (2021-Presente);2;2;Empate
Campeonato Brasileiro Série A;São Paulo;Corinthians;2:0;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Brasileiro Série A;Juventude;São Paulo;0:1;Julio Casares (2021-Presente);1;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Fluminense;3:1;Julio Casares (2021-Presente);3;1;Vitória
Copa do Brasil;São Paulo;Athletico-PR;2:1;Julio Casares (2021-Presente);2;1;Vitória
Campeonato Brasileiro Série A;Internacional;São Paulo;1:2;Julio Casares (2021-Presente);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Vitória;2:0;Julio Casares (2021-Presente);2;0;Vitória
Copa Libertadores;Atl. Nacional;São Paulo;0:0;Julio Casares (2021-Presente);0;0;Empate
Campeonato Brasileiro Série A;Sport;São Paulo;2:2;Julio Casares (2021-Presente);2;2;Empate
Campeonato Brasileiro Série A;São Paulo;Atlético-MG;2:0;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Brasileiro Série A;Cruzeiro;São Paulo;1:0;Julio Casares (2021-Presente);0;1;Derrota
Campeonato Brasileiro Série A;São Paulo;Botafogo;1:0;Julio Casares (2021-Presente);1;0;Vitória
Copa Libertadores;LDU Quito;São Paulo;2:0;Julio Casares (2021-Presente);0;2;Derrota
Campeonato Brasileiro Série A;Santos;São Paulo;1:0;Julio Casares (2021-Presente);0;1;Derrota
Copa Libertadores;São Paulo;LDU Quito;0:1;Julio Casares (2021-Presente);0;1;Derrota
Campeonato Brasileiro Série A;São Paulo;Ceará;0:1;Julio Casares (2021-Presente);0;1;Derrota
Campeonato Brasileiro Série A;Fortaleza;São Paulo;0:2;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Palmeiras;2:3;Julio Casares (2021-Presente);2;3;Derrota
Campeonato Brasileiro Série A;Grêmio;São Paulo;2:0;Julio Casares (2021-Presente);0;2;Derrota
Campeonato Brasileiro Série A;Mirassol;São Paulo;3:0;Julio Casares (2021-Presente);0;3;Derrota
Campeonato Brasileiro Série A;São Paulo;Bahia;2:0;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Brasileiro Série A;Vasco da Gama;São Paulo;0:2;Julio Casares (2021-Presente);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Flamengo;2:2;Julio Casares (2021-Presente);2;2;Empate
Campeonato Brasileiro Série A;São Paulo;Bragantino;0:1;Julio Casares (2021-Presente);0;1;Derrota
Campeonato Brasileiro Série A;Corinthians;São Paulo;3:1;Julio Casares (2021-Presente);1;3;Derrota
Campeonato Brasileiro Série A;São Paulo;Juventude;2:1;Julio Casares (2021-Presente);2;1;Vitória
Campeonato Brasileiro Série A;Fluminense;São Paulo;6:0;Julio Casares (2021-Presente);0;6;Derrota
Campeonato Brasileiro Série A;São Paulo;Internacional;3:0;Julio Casares (2021-Presente);3;0;Vitória
Campeonato Brasileiro Série A;Vitória;São Paulo;1:0;Julio Casares (2021-Presente);0;1;Derrota
Campeonato Paulista;Santo André;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Paulista;São Paulo;Juventus-SP;0:1;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Paulista;Bragantino;São Paulo;3:3;Juvenal Juvêncio (2006-2014);3;3;Empate
Copa Libertadores;Caracas FC;São Paulo;1:2;Juvenal Juvêncio (2006-2014);2;1;Vitória
Copa Libertadores;São Paulo;Cienciano;4:1;Juvenal Juvêncio (2006-2014);4;1;Vitória
Copa Libertadores;Chivas;São Paulo;2:1;Juvenal Juvêncio (2006-2014);1;2;Derrota
Copa Libertadores;São Paulo;Chivas;1:2;Juvenal Juvêncio (2006-2014);1;2;Derrota
Copa Libertadores;Cienciano;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Flamengo;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Copa Libertadores;São Paulo;Caracas FC;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;Fortaleza;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Copa Libertadores;Palmeiras;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Santa Cruz;4:0;Juvenal Juvêncio (2006-2014);4;0;Vitória
Copa Libertadores;São Paulo;Palmeiras;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;Corinthians;São Paulo;1:3;Juvenal Juvêncio (2006-2014);3;1;Vitória
Copa Libertadores;Estudiantes LP;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Brasileiro Série A;Internacional;São Paulo;3:1;Juvenal Juvêncio (2006-2014);1;3;Derrota
Campeonato Brasileiro Série A;São Paulo;São Caetano;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Palmeiras;4:1;Juvenal Juvêncio (2006-2014);4;1;Vitória
Campeonato Brasileiro Série A;Vasco da Gama;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Fluminense;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;Juventude;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Grêmio;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Figueirense;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;Ponte Preta;São Paulo;1:3;Juvenal Juvêncio (2006-2014);3;1;Vitória
Copa Libertadores;Chivas;São Paulo;0:1;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Santos;0:4;Juvenal Juvêncio (2006-2014);0;4;Derrota
Copa Libertadores;São Paulo;Chivas;3:0;Juvenal Juvêncio (2006-2014);3;0;Vitória
Campeonato Brasileiro Série A;Botafogo;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Copa Libertadores;São Paulo;Internacional;1:2;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Goiás;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Copa Libertadores;Internacional;São Paulo;2:2;Juvenal Juvêncio (2006-2014);2;2;Empate
Campeonato Brasileiro Série A;Cruzeiro;São Paulo;2:2;Juvenal Juvêncio (2006-2014);2;2;Empate
Campeonato Brasileiro Série A;São Paulo;Paraná;3:2;Juvenal Juvêncio (2006-2014);3;2;Vitória
Campeonato Brasileiro Série A;Flamengo;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Fortaleza;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;Santa Cruz;São Paulo;1:3;Juvenal Juvêncio (2006-2014);3;1;Vitória
Recopa Sul-Americana;Boca Juniors;São Paulo;2:1;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Corinthians;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Recopa Sul-Americana;São Paulo;Boca Juniors;2:2;Juvenal Juvêncio (2006-2014);2;2;Empate
Campeonato Brasileiro Série A;São Paulo;Internacional;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;São Caetano;São Paulo;0:1;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;Palmeiras;São Paulo;3:1;Juvenal Juvêncio (2006-2014);1;3;Derrota
Campeonato Brasileiro Série A;Atlético-PR;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;São Paulo;Vasco da Gama;5:1;Juvenal Juvêncio (2006-2014);5;1;Vitória
Campeonato Brasileiro Série A;Fluminense;São Paulo;1:2;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Juventude;5:0;Juvenal Juvêncio (2006-2014);5;0;Vitória
Campeonato Brasileiro Série A;Grêmio;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;Figueirense;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Ponte Preta;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;Santos;São Paulo;0:1;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Botafogo;3:0;Juvenal Juvêncio (2006-2014);3;0;Vitória
Campeonato Brasileiro Série A;Goiás;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Atlético-PR;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Cruzeiro;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;Paraná;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Paulista;Sertãozinho;São Paulo;1:3;Juvenal Juvêncio (2006-2014);3;1;Vitória
Campeonato Paulista;São Paulo;Ituano;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Paulista;Paulista;São Paulo;2:2;Juvenal Juvêncio (2006-2014);2;2;Empate
Campeonato Paulista;Rio Claro;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Paulista;São Paulo;Santo André;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Paulista;Noroeste;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
