Rodada;Data;Horário;Time da casa;Time da casa.1;Time visitante;Time visitante.1;Sistema de jogo;Treinadores;Público;Resultado;Unnamed: 11;Unnamed: 12;REF_GESTAO
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Julio Casares (2021-Presente)
Grupo D;qui 05/05/22;19:15;;Everton;;São Paulo;4-3-3 ofensivo;Rogério Ceni;;0:0;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
5;dom 08/05/22;19:00;;Fortaleza (20.);;São Paulo (5.);4-2-3-1;Rogério Ceni;25.518;1:1;;;Julio Casares (2021-Presente)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Julio Casares (2021-Presente)
3ª eliminatória - jogos de volta;qui 12/05/22;19:30;;São Paulo;;Juventude;?;Rogério Ceni;14.806;2:0;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
6;dom 15/05/22;16:00;;São Paulo (6.);;Cuiabá (11.);4-4-2 losango;Rogério Ceni;27.511;2:1;;;Julio Casares (2021-Presente)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Julio Casares (2021-Presente)
Grupo D;qui 19/05/22;21:30;;São Paulo;;Wilstermann;3-4-2-1;Rogério Ceni;16.675;3:0;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
7;dom 22/05/22;16:00;;Corinthians (1.);;São Paulo (2.);3-4-3 plano;Rogério Ceni;44.672;1:1;;;Julio Casares (2021-Presente)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Julio Casares (2021-Presente)
Grupo D;qua 25/05/22;19:15;;São Paulo;;Ayacucho FC;3-4-2-1;Rogério Ceni;16.696;1:0;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
8;sáb 28/05/22;19:00;;São Paulo (3.);;Ceará (15.);3-4-2-1;Rogério Ceni;32.977;2:2;;;Julio Casares (2021-Presente)
9;sáb 04/06/22;19:00;;Avaí (13.);;São Paulo (5.);3-4-3 plano;Rogério Ceni;11.962;1:1;;;Julio Casares (2021-Presente)
10;qui 09/06/22;20:00;;Coritiba (4.);;São Paulo (6.);3-1-4-2;Rogério Ceni;21.521;1:1;;;Julio Casares (2021-Presente)
11;dom 12/06/22;16:00;;São Paulo (6.);;América-MG (9.);3-5-2;Rogério Ceni;26.847;1:0;;;Julio Casares (2021-Presente)
12;qui 16/06/22;16:00;;Botafogo (17.);;São Paulo (3.);3-4-1-2;Rogério Ceni;18.677;1:0;;;Julio Casares (2021-Presente)
13;sáb 18/06/22;19:00;;São Paulo (5.);;Palmeiras (1.);3-1-4-2;Rogério Ceni;31.055;1:2;;;Julio Casares (2021-Presente)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Julio Casares (2021-Presente)
Oitavas de final - Jogos de ida;qui 23/06/22;20:00;;São Paulo;;Palmeiras;3-1-4-2;Rogério Ceni;38.201;1:0;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
14;sáb 25/06/22;19:00;;São Paulo (10.);;Juventude (20.);3-1-4-2;Rogério Ceni;20.466;0:0;;;Julio Casares (2021-Presente)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Julio Casares (2021-Presente)
Oitavas de final - Jogos de ida;qui 30/06/22;21:30;;Univ. Católica;;São Paulo;3-4-1-2;Rogério Ceni;;2:4;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
15;dom 03/07/22;16:00;;Atlético-GO (13.);;São Paulo (8.);3-4-2-1;Rogério Ceni;12.089;1:2;;;Julio Casares (2021-Presente)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Julio Casares (2021-Presente)
Oitavas de final - Jogos de volta;qui 07/07/22;21:30;;São Paulo;;Univ. Católica;3-1-4-2;Rogério Ceni;47.097;4:1;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
16;dom 10/07/22;18:00;;Atlético-MG (3.);;São Paulo (7.);3-1-4-2;Rogério Ceni;52.356;0:0;;;Julio Casares (2021-Presente)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Julio Casares (2021-Presente)
Oitavas de final - Jogos de volta;qui 14/07/22;20:00;;Palmeiras;;São Paulo;3-1-4-2;Rogério Ceni;41.361;5:5 pen.;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
17;dom 17/07/22;16:00;;São Paulo (7.);;Fluminense (5.);4-4-2;Rogério Ceni;47.141;2:2;;;Julio Casares (2021-Presente)
18;qua 20/07/22;20:30;;Internacional (4.);;São Paulo (9.);3-1-4-2;Rogério Ceni;32.804;3:3;;;Julio Casares (2021-Presente)
19;sáb 23/07/22;19:00;;São Paulo (10.);;Goiás (14.);4-4-2;Rogério Ceni;39.393;3:3;;;Julio Casares (2021-Presente)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Julio Casares (2021-Presente)
Quartas de final - Jogos de ida;qui 28/07/22;20:00;;São Paulo;;América-MG;3-5-2;Rogério Ceni;51.297;1:0;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
20;dom 31/07/22;16:00;;Athletico-PR (5.);;São Paulo (10.);4-4-2;Rogério Ceni;26.492;1:0;;;Julio Casares (2021-Presente)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Julio Casares (2021-Presente)
Quartas de final - Jogos de ida;qua 03/08/22;19:15;;São Paulo;;Ceará;3-5-2 plano;Rogério Ceni;52.338;1:0;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
21;sáb 06/08/22;20:30;;São Paulo (10.);;Flamengo (5.);4-3-3 ofensivo;Rogério Ceni;45.217;0:2;;;Julio Casares (2021-Presente)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Julio Casares (2021-Presente)
quartas de final - Jogos de volta;qua 10/08/22;19:15;;Ceará;;São Paulo;3-5-2 plano;Rogério Ceni;53.582;5:5 pen.;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
22;dom 14/08/22;16:00;;São Paulo (11.);;Bragantino (8.);3-4-1-2;Rogério Ceni;31.358;3:0;;;Julio Casares (2021-Presente)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Julio Casares (2021-Presente)
quartas de final - Jogos de volta;qui 18/08/22;21:00;;América-MG;;São Paulo;3-4-1-2;Rogério Ceni;10.450;2:2;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
23;dom 21/08/22;18:00;;Santos (10.);;São Paulo (11.);3-4-1-2;Rogério Ceni;12.598;1:0;;;Julio Casares (2021-Presente)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Julio Casares (2021-Presente)
Semifinais - Jogos de ida;qua 24/08/22;21:30;;São Paulo;;Flamengo;4-2-3-1;Rogério Ceni;51.365;1:3;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
24;sáb 27/08/22;19:00;;São Paulo (12.);;Fortaleza (13.);3-5-2;Rogério Ceni;30.210;0:1;;;Julio Casares (2021-Presente)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Julio Casares (2021-Presente)
Semifinais - Jogos de ida;qui 01/09/22;21:30;;Atlético-GO;;São Paulo;3-1-4-2;Rogério Ceni;33.047;3:1;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
25;dom 04/09/22;19:00;;Cuiabá (17.);;São Paulo (13.);4-2-3-1;Rogério Ceni;33.050;1:1;;;Julio Casares (2021-Presente)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Julio Casares (2021-Presente)
semifinais - Jogos de volta;qui 08/09/22;21:30;;São Paulo;;Atlético-GO;4-4-2 duplo 6;Rogério Ceni;;6:2 pen.;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
26;dom 11/09/22;16:00;;São Paulo (14.);;Corinthians (3.);4-4-2 duplo 6;Rogério Ceni;46.444;1:1;;;Julio Casares (2021-Presente)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Julio Casares (2021-Presente)
semifinais - Jogos de volta;qua 14/09/22;21:45;;Flamengo;;São Paulo;4-4-2;Rogério Ceni;62.977;1:0;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
27;dom 18/09/22;16:00;;Ceará (14.);;São Paulo (13.);4-4-2;Rogério Ceni;43.000;0:2;;;Julio Casares (2021-Presente)
28;dom 25/09/22;20:00;;São Paulo (13.);;Avaí (17.);4-4-2;Rogério Ceni;36.510;4:0;;;Julio Casares (2021-Presente)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Julio Casares (2021-Presente)
final;sáb 01/10/22;17:00;;São Paulo;;Independiente;4-3-3 ofensivo;Rogério Ceni;;0:2;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
30;qui 06/10/22;20:00;;América-MG (8.);;São Paulo (9.);3-4-1-2;Rogério Ceni;3.916;1:2;;;Julio Casares (2021-Presente)
31;dom 09/10/22;16:00;;São Paulo (8.);;Botafogo (10.);3-4-1-2;Rogério Ceni;23.918;0:1;;;Julio Casares (2021-Presente)
32;dom 16/10/22;16:00;;Palmeiras (1.);;São Paulo (10.);3-4-1-2;Rogério Ceni;40.795;0:0;;;Julio Casares (2021-Presente)
29;qui 20/10/22;20:00;;São Paulo (12.);;Coritiba (15.);3-5-2;Rogério Ceni;14.993;3:1;;;Julio Casares (2021-Presente)
33;dom 23/10/22;16:00;;Juventude (20.);;São Paulo (10.);3-5-2;Rogério Ceni;3.204;1:2;;;Julio Casares (2021-Presente)
34;qui 27/10/22;19:00;;São Paulo (8.);;Atlético-GO (17.);3-5-2;Rogério Ceni;17.598;2:1;;;Julio Casares (2021-Presente)
35;ter 01/11/22;21:30;;São Paulo (8.);;Atlético-MG (7.);3-5-2;Rogério Ceni;23.835;2:2;;;Julio Casares (2021-Presente)
36;sáb 05/11/22;16:30;;Fluminense (4.);;São Paulo (8.);3-1-4-2;Rogério Ceni;41.558;3:1;;;Julio Casares (2021-Presente)
37;ter 08/11/22;21:30;;São Paulo (9.);;Internacional (2.);3-4-1-2;Rogério Ceni;19.692;0:1;;;Julio Casares (2021-Presente)
38;dom 13/11/22;16:00;;Goiás (13.);;São Paulo (11.);4-4-2 losango;Rogério Ceni;13.927;0:4;;;Julio Casares (2021-Presente)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Julio Casares (2021-Presente)
1;dom 15/01/23;18:30;;São Paulo;;Ituano;4-1-4-1;Rogério Ceni;45.115;0:0;;;Julio Casares (2021-Presente)
2;qui 19/01/23;19:30;;Ferroviária;;São Paulo;4-1-4-1;Rogério Ceni;11.362;1:2;;;Julio Casares (2021-Presente)
3;dom 22/01/23;16:00;;Palmeiras;;São Paulo;4-1-4-1;Rogério Ceni;40.196;0:0;;;Julio Casares (2021-Presente)
4;qui 26/01/23;21:30;;São Paulo;;Portuguesa;4-4-2 duplo 6;Rogério Ceni;31.705;4:1;;;Julio Casares (2021-Presente)
5;dom 29/01/23;18:30;;São Paulo;;Corinthians;4-1-4-1;Rogério Ceni;54.970;1:2;;;Julio Casares (2021-Presente)
6;dom 05/02/23;16:00;;Santo André;;São Paulo;4-3-3 ofensivo;Rogério Ceni;10.429;0:1;;;Julio Casares (2021-Presente)
7;qua 08/02/23;19:30;;Bragantino;;São Paulo;4-2-3-1;Rogério Ceni;8.012;2:1;;;Julio Casares (2021-Presente)
8;dom 12/02/23;19:00;;São Paulo;;Santos;4-2-3-1;Rogério Ceni;42.311;3:1;;;Julio Casares (2021-Presente)
9;qua 15/02/23;21:35;;São Paulo;;Inter Limeira;4-2-3-1;Rogério Ceni;16.422;5:1;;;Julio Casares (2021-Presente)
10;ter 21/02/23;19:30;;São Bento;;São Paulo;4-2-3-1;Rogério Ceni;10.446;0:3;;;Julio Casares (2021-Presente)
11;sáb 25/02/23;18:30;;São Paulo;;São Bernardo;4-2-3-1;Rogério Ceni;52.602;0:1;;;Julio Casares (2021-Presente)
12;dom 05/03/23;16:00;;Botafogo-SP;;São Paulo;4-2-3-1;Rogério Ceni;20.557;1:3;;;Julio Casares (2021-Presente)
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Julio Casares (2021-Presente)
quartas de final;seg 13/03/23;20:00;;São Paulo;;Água Santa;4-2-3-1;Rogério Ceni;39.454;5:6 pen.;;;Julio Casares (2021-Presente)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Julio Casares (2021-Presente)
Grupo D;qui 06/04/23;21:00;;Tigre;;São Paulo;3-4-3 plano;Rogério Ceni;;0:2;;;Julio Casares (2021-Presente)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Julio Casares (2021-Presente)
3ª eliminatória - jogos de ida;ter 11/04/23;21:30;;São Paulo;;Ituano;3-4-3 plano;Rogério Ceni;28.724;0:0;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
1;sáb 15/04/23;18:30;;Botafogo (5.);;São Paulo (11.);4-1-4-1;Rogério Ceni;11.708;2:1;;;Julio Casares (2021-Presente)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Julio Casares (2021-Presente)
Grupo D;ter 18/04/23;21:30;;São Paulo;;Puerto Cabello;4-1-4-1;Rogério Ceni;16.827;2:0;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
2;sáb 22/04/23;18:30;;São Paulo (15.);;América-MG (19.);4-1-3-2;Dorival Júnior;41.006;3:0;;;Julio Casares (2021-Presente)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Julio Casares (2021-Presente)
3ª eliminatória - jogos de volta;ter 25/04/23;21:30;;Ituano;;São Paulo;4-2-3-1;Dorival Júnior;9.829;0:1;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
3;sáb 29/04/23;16:30;;Coritiba (20.);;São Paulo (9.);4-2-3-1;Dorival Júnior;25.210;1:1;;;Julio Casares (2021-Presente)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Julio Casares (2021-Presente)
Grupo D;ter 02/05/23;19:00;;Deportes Tolima;;São Paulo;4-2-3-1;Dorival Júnior;;0:0;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
4;dom 07/05/23;16:00;;São Paulo (8.);;Internacional (4.);4-2-3-1;Dorival Júnior;46.093;2:0;;;Julio Casares (2021-Presente)
5;qui 11/05/23;20:00;;Fortaleza (4.);;São Paulo (5.);4-3-3 ofensivo;Dorival Júnior;37.775;0:0;;;Julio Casares (2021-Presente)
6;dom 14/05/23;16:00;;Corinthians (17.);;São Paulo (7.);4-2-3-1;Dorival Júnior;41.434;1:1;;;Julio Casares (2021-Presente)
